# This dataset is synthetic and created for academic development/testing. It does NOT represent any real employee, organisation, HR record, or promotion decision.
experience_years,performance_rating,current_grade_encoded,target_grade_encoded,grade_gap,total_skills,average_skill_level,skill_coverage_percentage,mandatory_skill_gap_count,weighted_skill_gap,total_certifications,completed_certifications,certification_completion_rate,mandatory_certification_gap_count,total_projects,completed_projects,lead_projects,project_completion_rate,lead_project_completion_rate,average_project_rating,skill_score,certification_score,experience_score,project_score,performance_score,readiness_score,promotion_success
0.5,4.34,1,2,1,2,4.79,81.03,3,1.6109,3,3,0.923,1,7,7,0,1.0,0.0,3.2,32.41,13.84,1.88,14.0,8.68,70.81,1
2.0,3.12,2,3,1,2,1.5,83.34,1,0.7344,1,1,0.853,1,5,5,0,1.0,0.0,4.03,33.34,12.8,5.0,14.0,6.24,71.38,0
7.4,3.37,3,4,1,6,2.99,66.38,4,2.5005,5,2,0.446,1,6,6,1,1.0,0.5,3.16,26.55,6.69,13.88,17.0,6.74,70.86,1
7.0,4.1,3,4,1,2,3.37,64.77,3,2.8291,1,1,0.91,1,1,1,0,0.2,0.0,4.03,25.91,13.65,13.12,2.8,8.2,63.68,0
2.1,3.81,3,4,1,3,2.09,72.8,2,1.5171,1,0,0.468,3,6,6,2,1.0,1.0,3.92,29.12,7.02,3.94,20.0,7.62,67.7,1
0.5,3.19,1,2,1,8,3.3,84.13,1,0.6167,4,2,0.541,2,1,1,0,0.333,0.0,3.24,33.65,8.12,1.88,4.66,6.38,54.69,1
2.5,2.2,2,3,1,9,1.89,93.12,0,0.0,3,2,0.731,1,2,2,0,0.667,0.0,4.78,37.25,10.96,6.25,9.34,4.4,68.2,1
1.1,3.59,1,2,1,4,3.69,54.38,3,1.794,0,0,0.528,1,3,3,0,1.0,0.0,2.98,21.75,7.92,4.12,14.0,7.18,54.97,1
4.6,4.36,4,5,1,9,4.06,95.98,2,1.1787,4,3,0.677,1,2,2,0,0.4,0.0,2.51,38.39,10.16,6.9,5.6,8.72,69.77,1
4.4,2.54,3,4,1,8,3.27,84.47,2,1.3007,1,0,0.494,1,9,9,0,1.0,0.0,4.1,33.79,7.41,8.25,14.0,5.08,68.53,1
6.2,4.01,4,5,1,4,1.15,59.47,4,2.2166,4,2,0.555,2,0,0,0,0.0,0.0,2.0,23.79,8.33,9.3,0.0,8.02,49.44,0
9.9,3.77,4,5,1,9,2.03,67.15,1,0.5943,2,1,0.688,0,9,9,1,1.0,1.0,4.54,26.86,10.32,14.85,20.0,7.54,79.57,1
4.0,4.1,1,2,1,7,3.56,57.42,1,0.969,4,3,0.816,1,1,1,0,0.5,0.0,3.57,22.97,12.24,15.0,7.0,8.2,65.41,0
7.6,4.2,4,5,1,10,3.02,71.28,1,0.8334,5,3,0.516,3,8,8,2,1.0,1.0,2.5,28.51,7.74,11.4,20.0,8.4,76.05,1
7.0,2.94,4,5,1,3,0.31,88.9,2,1.9211,4,3,0.715,2,3,3,1,0.5,0.5,2.84,35.56,10.72,10.5,10.0,5.88,72.66,1
8.3,2.21,4,5,1,4,4.24,89.72,2,1.2568,5,4,0.833,0,9,9,2,1.0,1.0,2.36,35.89,12.5,12.45,20.0,4.42,85.26,0
6.0,3.07,4,5,1,5,3.14,45.46,4,3.714,3,2,0.813,0,5,5,0,1.0,0.0,3.77,18.18,12.19,9.0,14.0,6.14,59.51,0
5.1,4.21,4,5,1,5,2.18,48.87,2,1.3623,0,0,0.707,1,4,4,1,0.667,0.5,2.57,19.55,10.6,7.65,12.34,8.42,58.56,1
1.6,3.07,2,3,1,10,3.99,63.83,1,0.5721,3,2,0.567,1,1,1,0,0.333,0.0,3.85,25.53,8.5,4.0,4.66,6.14,48.83,0
2.4,2.94,2,3,1,9,2.32,66.76,3,2.7071,2,2,0.926,0,4,4,1,1.0,1.0,3.29,26.7,13.89,6.0,20.0,5.88,72.47,0
0.5,2.04,1,2,1,7,2.31,82.6,0,0.0,4,2,0.476,1,5,5,1,1.0,0.5,3.17,33.04,7.14,1.88,17.0,4.08,63.14,1
6.4,4.9,3,4,1,7,3.36,40.66,5,3.5121,1,1,0.759,0,9,9,4,1.0,1.0,3.86,16.26,11.38,12.0,20.0,9.8,69.44,1
9.8,4.16,4,5,1,10,4.78,78.06,4,3.6386,4,3,0.696,1,2,2,0,0.333,0.0,3.94,31.22,10.44,14.7,4.66,8.32,69.34,0
0.5,4.12,2,3,1,6,4.62,94.09,1,0.8086,2,1,0.46,0,0,0,0,0.0,0.0,4.3,37.64,6.9,1.25,0.0,8.24,54.03,0
6.1,4.27,3,4,1,4,3.36,97.58,0,0.0,4,2,0.531,1,2,2,0,0.5,0.0,3.06,39.03,7.97,11.44,7.0,8.54,73.98,1
7.5,3.96,4,5,1,3,3.46,83.55,1,0.6768,2,1,0.284,1,2,2,0,0.333,0.0,3.48,33.42,4.26,11.25,4.66,7.92,61.51,0
8.9,3.3,4,5,1,5,3.79,49.51,4,2.1501,2,2,0.904,0,9,9,0,1.0,0.0,3.06,19.8,13.56,13.35,14.0,6.6,67.31,1
8.0,3.37,4,5,1,8,1.74,65.85,1,0.9955,1,1,0.824,0,1,1,0,0.167,0.0,3.61,26.34,12.36,12.0,2.34,6.74,59.78,0
2.4,3.16,3,4,1,6,3.64,62.0,3,1.7622,4,1,0.244,3,9,9,2,1.0,1.0,2.96,24.8,3.66,4.5,20.0,6.32,59.28,1
0.8,5.0,2,3,1,6,2.27,74.86,2,1.2553,0,0,0.792,0,1,1,0,0.333,0.0,3.2,29.94,11.88,2.0,4.66,10.0,58.48,0
8.1,3.94,4,5,1,6,3.32,94.83,0,0.0,1,1,0.876,0,8,8,2,1.0,1.0,3.21,37.93,13.14,12.15,20.0,7.88,91.1,1
4.6,3.13,1,2,1,11,2.77,76.11,1,0.954,2,1,0.413,1,4,4,1,1.0,0.5,3.71,30.44,6.19,15.0,17.0,6.26,74.89,1
0.5,3.87,1,2,1,11,3.5,68.36,2,1.7637,0,0,0.867,1,0,0,0,0.0,0.0,3.5,27.34,13.0,1.88,0.0,7.74,49.96,0
8.9,2.69,4,5,1,3,3.12,28.76,4,2.9147,5,3,0.528,0,6,6,0,1.0,0.0,3.85,11.5,7.92,13.35,14.0,5.38,52.15,1
7.0,4.7,2,3,1,3,0.0,88.16,1,0.9777,2,2,0.797,0,7,7,1,1.0,1.0,3.43,35.26,11.96,15.0,20.0,9.4,91.62,0
1.6,2.97,1,2,1,4,3.18,80.25,2,1.0528,1,1,0.909,0,8,8,0,1.0,0.0,3.09,32.1,13.64,6.0,14.0,5.94,71.68,1
5.4,3.9,2,3,1,10,3.64,69.51,2,1.8937,1,1,0.842,0,1,1,0,0.333,0.0,3.63,27.8,12.63,13.5,4.66,7.8,66.39,1
2.2,4.35,2,3,1,6,3.45,57.2,4,2.1209,1,1,0.794,0,6,6,2,1.0,1.0,2.86,22.88,11.91,5.5,20.0,8.7,68.99,1
7.7,3.81,4,5,1,10,2.9,44.77,6,4.1734,3,3,0.868,0,5,5,2,0.833,1.0,3.9,17.91,13.02,11.55,17.66,7.62,67.76,1
0.5,3.58,1,2,1,8,4.64,63.42,1,0.527,2,1,0.663,0,4,4,0,1.0,0.0,3.3,25.37,9.94,1.88,14.0,7.16,58.35,0
2.1,3.51,4,5,1,7,3.31,80.37,2,1.999,1,1,0.775,1,8,8,0,1.0,0.0,3.64,32.15,11.62,3.15,14.0,7.02,67.94,0
6.4,3.45,2,3,1,4,3.44,87.94,1,0.9572,5,4,0.753,0,4,4,0,1.0,0.0,3.65,35.18,11.3,15.0,14.0,6.9,82.38,1
0.5,3.04,1,2,1,5,4.04,48.44,5,3.962,3,1,0.244,2,3,3,0,1.0,0.0,4.62,19.38,3.66,1.88,14.0,6.08,45.0,0
2.9,3.14,2,3,1,3,3.36,88.33,0,0.0,2,1,0.707,0,5,5,0,1.0,0.0,3.77,35.33,10.6,7.25,14.0,6.28,73.46,1
0.5,4.68,2,3,1,7,2.1,70.03,5,3.1919,3,2,0.674,1,9,9,0,1.0,0.0,3.55,28.01,10.11,1.25,14.0,9.36,62.73,1
4.5,3.41,4,5,1,4,0.56,50.78,2,1.4495,3,1,0.474,2,8,8,1,1.0,1.0,3.02,20.31,7.11,6.75,20.0,6.82,60.99,1
3.6,2.87,2,3,1,4,2.52,61.94,2,1.3228,0,0,0.292,3,7,7,0,1.0,0.0,4.06,24.78,4.38,9.0,14.0,5.74,57.9,0
4.2,3.09,3,4,1,2,3.76,90.0,0,0.0,4,2,0.601,2,0,0,0,0.0,0.0,3.31,36.0,9.02,7.88,0.0,6.18,59.08,1
6.9,4.38,3,4,1,9,2.65,65.21,2,1.6563,1,1,0.668,1,3,3,1,0.6,0.5,2.43,26.08,10.02,12.94,11.4,8.76,69.2,1
3.1,4.04,1,2,1,11,3.8,20.69,6,4.8403,0,0,0.7,2,0,0,0,0.0,0.0,3.36,8.28,10.5,11.62,0.0,8.08,38.48,0
2.8,3.95,1,2,1,6,3.15,84.21,2,1.9043,3,2,0.755,1,0,0,0,0.0,0.0,3.63,33.68,11.32,10.5,0.0,7.9,63.4,0
2.6,3.29,1,2,1,7,4.29,41.0,5,3.6921,5,5,0.919,0,8,8,3,1.0,1.0,2.93,16.4,13.78,9.75,20.0,6.58,66.51,1
5.9,3.96,1,2,1,11,2.7,52.2,4,2.6894,4,3,0.653,0,8,8,0,1.0,0.0,3.42,20.88,9.8,15.0,14.0,7.92,67.6,1
1.3,2.99,2,3,1,7,3.47,61.42,3,2.2673,1,0,0.475,1,1,1,0,0.25,0.0,3.45,24.57,7.12,3.25,3.5,5.98,44.42,0
3.9,3.29,2,3,1,8,3.51,86.33,2,1.1947,2,2,0.978,0,4,4,0,1.0,0.0,3.46,34.53,14.67,9.75,14.0,6.58,79.53,0
4.8,4.28,1,2,1,6,4.5,77.59,0,0.0,3,1,0.354,2,2,2,0,0.667,0.0,4.36,31.04,5.31,15.0,9.34,8.56,69.25,1
5.2,4.2,1,2,1,7,1.29,85.74,1,0.885,1,1,0.657,0,0,0,0,0.0,0.0,2.58,34.3,9.86,15.0,0.0,8.4,67.56,1
0.5,2.71,1,2,1,7,2.54,66.62,3,1.7302,4,2,0.41,2,3,3,1,1.0,0.5,4.92,26.65,6.15,1.88,17.0,5.42,57.1,0
3.2,2.82,2,3,1,9,3.85,63.17,2,1.3184,1,1,0.845,0,1,1,0,0.333,0.0,3.48,25.27,12.68,8.0,4.66,5.64,56.25,1
11.4,3.59,4,5,1,8,4.55,77.71,0,0.0,1,1,0.737,0,7,7,2,1.0,1.0,3.91,31.08,11.06,15.0,20.0,7.18,84.32,0
7.3,4.88,3,4,1,7,3.24,69.84,2,1.5055,0,0,0.485,1,9,9,2,1.0,1.0,3.59,27.94,7.28,13.69,20.0,9.76,78.67,0
6.5,1.97,3,4,1,2,2.71,66.77,3,2.2978,4,3,0.754,2,4,4,0,1.0,0.0,2.29,26.71,11.31,12.19,14.0,3.94,68.15,1
3.5,3.72,2,3,1,11,3.76,89.14,0,0.0,0,0,0.678,0,2,2,0,0.667,0.0,2.76,35.66,10.17,8.75,9.34,7.44,71.36,0
1.0,2.4,1,2,1,10,3.87,75.71,3,2.3668,4,3,0.823,0,4,4,0,1.0,0.0,3.13,30.28,12.34,3.75,14.0,4.8,65.17,0
4.7,2.99,2,3,1,3,2.64,81.08,2,1.0696,5,5,0.904,0,9,9,2,1.0,1.0,4.2,32.43,13.56,11.75,20.0,5.98,83.72,0
1.4,3.21,1,2,1,4,3.33,79.97,2,1.804,0,0,0.752,0,1,1,0,0.333,0.0,2.53,31.99,11.28,5.25,4.66,6.42,59.6,0
1.9,3.16,1,2,1,11,4.18,90.6,0,0.0,0,0,0.587,2,6,6,2,1.0,1.0,2.9,36.24,8.8,7.12,20.0,6.32,78.48,0
4.2,3.07,2,3,1,5,4.89,74.43,3,1.5799,5,5,0.914,0,0,0,0,0.0,0.0,3.62,29.77,13.71,10.5,0.0,6.14,60.12,0
0.5,3.51,1,2,1,10,3.74,84.98,0,0.0,0,0,0.771,2,3,3,0,1.0,0.0,3.83,33.99,11.56,1.88,14.0,7.02,68.45,1
7.3,3.07,3,4,1,9,3.04,88.69,2,1.702,2,1,0.655,2,4,4,1,0.8,1.0,3.81,35.48,9.83,13.69,17.2,6.14,82.34,0
9.3,2.33,1,2,1,10,2.95,53.77,4,3.2089,5,4,0.8,0,3,3,1,1.0,0.5,2.81,21.51,12.0,15.0,17.0,4.66,70.17,0
0.5,4.12,1,2,1,2,3.56,93.59,0,0.0,0,0,0.637,2,1,1,0,0.5,0.0,2.38,37.44,9.56,1.88,7.0,8.24,64.12,0
4.8,4.1,2,3,1,6,2.88,49.09,3,2.3089,3,2,0.669,1,7,7,1,1.0,0.5,3.88,19.64,10.04,12.0,17.0,8.2,66.88,0
4.1,4.17,3,4,1,7,3.19,88.56,1,0.8517,2,1,0.461,0,6,6,1,1.0,0.5,4.5,35.42,6.92,7.69,17.0,8.34,75.37,1
7.4,2.27,3,4,1,10,1.94,70.26,2,1.5045,2,1,0.521,1,4,4,0,1.0,0.0,3.26,28.1,7.82,13.88,14.0,4.54,68.34,1
2.1,3.74,1,2,1,4,4.3,95.68,0,0.0,5,2,0.424,0,4,4,0,1.0,0.0,2.7,38.27,6.36,7.88,14.0,7.48,73.99,1
3.9,4.04,1,2,1,5,1.86,70.65,3,1.6342,3,2,0.702,0,0,0,0,0.0,0.0,3.2,28.26,10.53,14.62,0.0,8.08,61.49,1
6.9,2.68,2,3,1,3,2.57,73.04,3,2.1583,1,1,0.636,1,6,6,2,1.0,1.0,3.78,29.22,9.54,15.0,20.0,5.36,79.12,1
8.5,3.51,4,5,1,9,3.1,88.77,2,1.9229,5,3,0.569,3,2,2,0,0.4,0.0,3.34,35.51,8.54,12.75,5.6,7.02,69.42,0
4.8,3.41,1,2,1,11,4.99,72.14,1,0.7789,3,2,0.662,1,3,3,0,1.0,0.0,4.49,28.86,9.93,15.0,14.0,6.82,74.61,1
0.5,4.97,1,2,1,3,2.58,88.27,1,0.6791,0,0,0.937,0,8,8,0,1.0,0.0,4.15,35.31,14.06,1.88,14.0,9.94,75.19,0
12.0,5.0,4,5,1,4,2.33,96.28,0,0.0,2,1,0.647,0,6,6,0,1.0,0.0,3.63,38.51,9.7,15.0,14.0,10.0,87.21,1
6.9,2.17,3,4,1,5,2.45,97.52,0,0.0,1,1,0.789,0,6,6,2,1.0,1.0,2.13,39.01,11.84,12.94,20.0,4.34,88.13,1
10.7,5.0,4,5,1,10,4.66,85.2,1,0.7546,3,3,0.908,0,2,2,0,0.333,0.0,3.02,34.08,13.62,15.0,4.66,10.0,77.36,1
1.0,2.77,2,3,1,6,0.19,50.15,4,2.233,5,4,0.897,0,5,5,2,1.0,1.0,3.12,20.06,13.46,2.5,20.0,5.54,61.56,0
0.5,4.28,1,2,1,4,2.0,69.19,3,2.6061,0,0,0.887,0,0,0,0,0.0,0.0,2.98,27.68,13.3,1.88,0.0,8.56,51.42,1
4.4,4.28,2,3,1,5,5.0,31.14,6,5.1009,4,2,0.533,2,2,2,0,0.667,0.0,3.63,12.46,8.0,11.0,9.34,8.56,49.36,1
6.0,2.7,3,4,1,7,3.59,73.11,1,0.8971,5,3,0.651,0,8,8,2,1.0,1.0,3.65,29.24,9.76,11.25,20.0,5.4,75.65,1
2.7,3.89,1,2,1,5,1.89,76.51,2,1.3252,5,4,0.783,1,4,4,1,1.0,0.5,2.33,30.6,11.74,10.12,17.0,7.78,77.24,0
8.7,3.41,3,4,1,3,2.96,18.69,7,5.0262,3,1,0.311,2,6,6,0,1.0,0.0,4.06,7.48,4.66,15.0,14.0,6.82,47.96,0
0.5,3.94,2,3,1,10,3.07,47.02,7,4.0892,1,1,0.696,1,7,7,2,1.0,1.0,3.51,18.81,10.44,1.25,20.0,7.88,58.38,1
4.4,3.68,1,2,1,6,3.85,79.68,0,0.0,0,0,0.9,1,9,9,0,1.0,0.0,3.75,31.87,13.5,15.0,14.0,7.36,81.73,1
2.0,4.46,1,2,1,4,4.84,47.48,3,1.6291,5,4,0.837,1,0,0,0,0.0,0.0,4.02,18.99,12.56,7.5,0.0,8.92,47.97,1
1.5,3.56,1,2,1,9,3.39,75.74,4,3.298,2,1,0.499,3,5,5,0,1.0,0.0,2.96,30.3,7.48,5.62,14.0,7.12,64.52,0
0.5,3.37,1,2,1,9,2.46,76.3,2,1.7053,2,1,0.55,1,9,9,2,1.0,1.0,4.38,30.52,8.25,1.88,20.0,6.74,67.39,0
3.3,4.38,1,2,1,3,3.79,74.78,1,0.5789,4,2,0.568,2,1,1,0,0.5,0.0,3.4,29.91,8.52,12.38,7.0,8.76,66.57,1
0.5,3.96,3,4,1,2,2.3,76.21,3,2.048,4,3,0.743,1,8,8,0,1.0,0.0,4.56,30.48,11.14,0.94,14.0,7.92,64.48,1
5.6,4.09,2,3,1,2,1.97,91.21,0,0.0,4,3,0.75,0,5,5,1,1.0,0.5,2.87,36.48,11.25,14.0,17.0,8.18,86.91,0
4.3,2.97,4,5,1,9,1.24,61.7,7,5.4481,5,2,0.305,2,3,3,1,0.5,1.0,4.51,24.68,4.58,6.45,13.0,5.94,54.65,0
6.1,2.66,3,4,1,8,1.43,91.99,1,0.9975,5,2,0.422,1,7,7,1,1.0,0.5,2.87,36.8,6.33,11.44,17.0,5.32,76.89,1
1.7,3.05,1,2,1,9,2.1,55.68,3,2.1448,1,0,0.381,2,8,8,0,1.0,0.0,5.0,22.27,5.72,6.38,14.0,6.1,54.47,1
4.9,3.0,1,2,1,8,1.82,87.27,1,0.995,1,1,0.657,1,1,1,0,0.333,0.0,2.83,34.91,9.86,15.0,4.66,6.0,70.43,1
3.6,4.13,2,3,1,6,3.31,75.06,1,0.5631,1,1,0.763,1,6,6,0,1.0,0.0,4.24,30.02,11.44,9.0,14.0,8.26,72.72,0
0.5,4.28,1,2,1,7,1.8,51.87,5,3.4811,3,1,0.267,2,9,9,4,1.0,1.0,3.25,20.75,4.0,1.88,20.0,8.56,55.19,0
6.7,3.38,4,5,1,9,0.0,39.14,7,6.6569,3,2,0.68,0,6,6,2,1.0,1.0,4.0,15.66,10.2,10.05,20.0,6.76,62.67,1
9.2,4.64,3,4,1,5,1.96,84.97,2,1.8767,5,3,0.553,1,5,5,0,1.0,0.0,3.47,33.99,8.3,15.0,14.0,9.28,80.57,0
3.3,4.59,1,2,1,11,2.53,70.97,3,1.9854,5,3,0.666,1,1,1,0,0.5,0.0,2.74,28.39,9.99,12.38,7.0,9.18,66.94,1
1.0,3.69,1,2,1,10,2.39,70.99,4,3.3572,4,3,0.652,1,4,4,0,1.0,0.0,1.54,28.4,9.78,3.75,14.0,7.38,63.31,1
1.4,2.84,1,2,1,10,4.52,79.0,3,2.8292,0,0,0.688,1,9,9,0,1.0,0.0,5.0,31.6,10.32,5.25,14.0,5.68,66.85,0
2.1,4.76,3,4,1,11,2.39,77.46,1,0.8834,4,1,0.267,2,7,7,1,1.0,1.0,3.55,30.98,4.0,3.94,20.0,9.52,68.44,1
5.0,3.45,2,3,1,5,3.88,87.54,1,0.8142,5,4,0.817,1,4,4,0,1.0,0.0,1.44,35.02,12.26,12.5,14.0,6.9,80.68,1
0.5,3.6,2,3,1,3,2.98,78.12,3,1.7289,5,5,0.955,0,3,3,0,1.0,0.0,3.71,31.25,14.32,1.25,14.0,7.2,68.02,1
5.9,3.23,2,3,1,6,2.96,90.83,0,0.0,2,1,0.363,1,8,8,1,1.0,0.5,3.98,36.33,5.44,14.75,17.0,6.46,79.98,1
4.3,2.79,2,3,1,9,2.16,56.09,1,0.8073,4,4,0.948,0,9,9,1,1.0,1.0,3.0,22.44,14.22,10.75,20.0,5.58,72.99,0
14.0,2.33,4,5,1,9,2.94,67.15,2,1.5003,2,1,0.355,3,2,2,0,0.4,0.0,3.0,26.86,5.32,15.0,5.6,4.66,57.44,0
1.2,4.01,2,3,1,5,2.23,64.45,2,1.238,0,0,0.763,1,8,8,2,1.0,1.0,3.49,25.78,11.44,3.0,20.0,8.02,68.24,1
3.7,2.87,2,3,1,4,3.17,51.04,6,3.8783,2,2,0.875,0,3,3,0,1.0,0.0,4.34,20.42,13.12,9.25,14.0,5.74,62.53,1
6.5,5.0,1,2,1,6,2.76,94.03,0,0.0,1,0,0.262,2,8,8,1,1.0,0.5,3.57,37.61,3.93,15.0,17.0,10.0,83.54,1
7.0,2.63,2,3,1,10,2.06,71.88,3,2.2433,5,4,0.847,0,9,9,1,1.0,0.5,4.52,28.75,12.7,15.0,17.0,5.26,78.71,1
6.3,2.49,4,5,1,2,3.99,58.77,6,4.1708,1,1,0.91,0,6,6,2,1.0,1.0,4.29,23.51,13.65,9.45,20.0,4.98,71.59,1
2.6,3.91,1,2,1,5,3.43,54.24,3,2.0809,0,0,0.628,1,4,4,0,1.0,0.0,3.34,21.7,9.42,9.75,14.0,7.82,62.69,1
8.0,4.72,4,5,1,4,2.55,73.64,3,1.6736,3,2,0.724,1,3,3,0,0.6,0.0,2.4,29.46,10.86,12.0,8.4,9.44,70.16,0
6.7,3.55,3,4,1,10,3.15,34.37,8,7.4624,3,2,0.585,1,0,0,0,0.0,0.0,3.34,13.75,8.77,12.56,0.0,7.1,42.18,1
2.3,3.96,2,3,1,6,2.92,68.27,1,0.8046,3,2,0.739,0,0,0,0,0.0,0.0,3.87,27.31,11.08,5.75,0.0,7.92,52.06,1
5.8,2.03,3,4,1,2,2.13,59.18,2,1.1461,0,0,0.899,0,8,8,2,1.0,1.0,3.54,23.67,13.48,10.88,20.0,4.06,72.09,0
0.5,2.96,2,3,1,4,3.07,65.35,2,1.4239,2,1,0.69,1,6,6,2,1.0,1.0,3.94,26.14,10.35,1.25,20.0,5.92,63.66,0
2.3,2.64,1,2,1,2,2.38,51.02,4,2.8334,5,2,0.467,1,2,2,0,1.0,0.0,4.1,20.41,7.01,8.62,14.0,5.28,55.32,0
5.1,1.98,2,3,1,6,2.06,85.9,1,0.8003,0,0,0.969,0,5,5,1,1.0,0.5,3.87,34.36,14.54,12.75,17.0,3.96,82.61,0
1.4,3.59,1,2,1,11,1.38,82.41,1,0.8044,4,3,0.665,2,8,8,1,1.0,0.5,3.31,32.96,9.98,5.25,17.0,7.18,72.37,1
0.5,1.71,1,2,1,7,2.64,82.33,0,0.0,0,0,0.785,0,6,6,2,1.0,1.0,3.86,32.93,11.78,1.88,20.0,3.42,70.01,0
8.5,2.44,3,4,1,10,3.57,64.78,3,2.5469,1,1,0.501,1,9,9,0,1.0,0.0,5.0,25.91,7.52,15.0,14.0,4.88,67.31,0
6.9,3.07,3,4,1,9,2.31,69.89,0,0.0,5,4,0.729,1,1,1,0,0.2,0.0,2.46,27.96,10.94,12.94,2.8,6.14,60.78,1
4.2,2.83,3,4,1,10,5.0,44.79,3,1.9574,1,1,0.642,1,0,0,0,0.0,0.0,3.84,17.92,9.63,7.88,0.0,5.66,41.09,1
3.3,3.82,2,3,1,5,3.89,75.26,4,2.0347,3,2,0.77,1,6,6,1,1.0,0.5,4.78,30.1,11.55,8.25,17.0,7.64,74.54,0
0.5,3.74,1,2,1,11,4.3,97.17,0,0.0,2,1,0.63,2,5,5,1,1.0,0.5,2.68,38.87,9.45,1.88,17.0,7.48,74.68,0
1.4,4.22,2,3,1,4,3.8,78.14,2,1.4294,3,1,0.38,2,6,6,0,1.0,0.0,4.2,31.26,5.7,3.5,14.0,8.44,62.9,0
2.7,4.1,2,3,1,6,4.85,93.49,1,0.8672,2,1,0.724,1,9,9,0,1.0,0.0,4.29,37.4,10.86,6.75,14.0,8.2,77.21,0
7.1,4.41,2,3,1,8,2.21,35.47,5,2.9178,2,1,0.728,2,1,1,0,0.333,0.0,2.47,14.19,10.92,15.0,4.66,8.82,53.59,0
2.4,3.5,2,3,1,4,0.44,52.91,6,4.8945,4,3,0.697,0,9,9,0,1.0,0.0,4.0,21.16,10.46,6.0,14.0,7.0,58.62,1
5.6,3.74,2,3,1,4,2.55,79.88,4,2.6134,3,2,0.575,2,0,0,0,0.0,0.0,3.31,31.95,8.62,14.0,0.0,7.48,62.05,1
0.7,3.91,1,2,1,3,3.56,56.06,3,2.0729,3,2,0.687,1,5,5,1,1.0,1.0,3.46,22.42,10.31,2.62,20.0,7.82,63.17,1
8.6,3.61,4,5,1,2,3.15,87.99,1,0.8596,4,3,0.86,0,8,8,1,1.0,1.0,3.27,35.2,12.9,12.9,20.0,7.22,88.22,1
3.6,3.18,2,3,1,7,3.28,86.15,2,1.0715,2,2,0.883,1,6,6,0,1.0,0.0,4.42,34.46,13.24,9.0,14.0,6.36,77.06,0
6.2,3.23,2,3,1,11,4.32,79.59,0,0.0,4,3,0.635,2,2,2,0,0.5,0.0,3.42,31.84,9.52,15.0,7.0,6.46,69.82,0
2.7,2.85,2,3,1,4,3.38,67.62,3,2.087,4,2,0.548,2,6,6,1,1.0,1.0,3.18,27.05,8.22,6.75,20.0,5.7,67.72,0
0.5,3.84,2,3,1,6,3.8,62.79,3,2.5736,5,3,0.61,0,9,9,1,1.0,1.0,3.19,25.12,9.15,1.25,20.0,7.68,63.2,0
2.5,3.42,3,4,1,11,2.06,66.09,3,1.7988,2,1,0.523,0,2,2,0,0.4,0.0,3.26,26.44,7.85,4.69,5.6,6.84,51.42,0
2.7,2.97,2,3,1,9,1.9,85.48,1,0.9737,3,2,0.795,1,9,9,1,1.0,0.5,2.74,34.19,11.92,6.75,17.0,5.94,75.8,1
4.9,2.97,4,5,1,2,4.61,29.61,6,5.9933,0,0,0.845,0,6,6,2,1.0,1.0,3.17,11.84,12.68,7.35,20.0,5.94,57.81,0
3.0,2.53,1,2,1,7,3.1,56.83,2,1.8189,0,0,0.444,3,0,0,0,0.0,0.0,3.58,22.73,6.66,11.25,0.0,5.06,45.7,1
4.8,4.28,3,4,1,3,2.38,45.32,4,2.5994,0,0,0.725,1,3,3,0,0.6,0.0,3.78,18.13,10.88,9.0,8.4,8.56,54.97,1
7.9,3.56,1,2,1,4,2.38,65.56,5,4.1597,3,2,0.578,0,8,8,3,1.0,1.0,4.34,26.22,8.67,15.0,20.0,7.12,77.01,1
0.5,2.81,1,2,1,4,2.35,58.39,5,2.7079,1,1,0.732,1,3,3,1,1.0,0.5,3.67,23.36,10.98,1.88,17.0,5.62,58.84,0
4.5,4.15,2,3,1,8,2.29,76.26,1,0.9356,1,1,0.77,1,9,9,1,1.0,1.0,3.17,30.5,11.55,11.25,20.0,8.3,81.6,0
1.2,3.05,2,3,1,3,1.72,61.57,2,1.516,3,2,0.644,0,4,4,0,1.0,0.0,2.79,24.63,9.66,3.0,14.0,6.1,57.39,1
2.8,2.37,2,3,1,4,1.5,66.43,4,2.3529,2,2,0.933,0,3,3,1,0.75,0.5,3.71,26.57,14.0,7.0,13.5,4.74,65.81,0
4.4,4.32,2,3,1,4,2.8,89.77,1,0.6637,0,0,0.803,0,8,8,0,1.0,0.0,3.42,35.91,12.04,11.0,14.0,8.64,81.59,1
0.5,3.07,2,3,1,5,2.41,88.44,1,0.9004,3,2,0.729,0,7,7,1,1.0,1.0,3.44,35.38,10.94,1.25,20.0,6.14,73.71,0
8.6,3.17,4,5,1,8,4.11,70.63,2,1.8702,3,1,0.478,2,2,2,0,0.333,0.0,3.68,28.25,7.17,12.9,4.66,6.34,59.32,0
12.8,3.53,4,5,1,5,3.29,47.45,6,4.5591,0,0,0.814,0,7,7,2,1.0,1.0,3.86,18.98,12.21,15.0,20.0,7.06,73.25,1
6.9,4.41,4,5,1,5,3.27,74.36,3,2.2205,1,1,0.768,0,2,2,0,0.4,0.0,3.69,29.74,11.52,10.35,5.6,8.82,66.03,0
6.6,3.52,3,4,1,7,2.26,64.78,3,2.6261,1,1,0.891,0,8,8,1,1.0,1.0,3.38,25.91,13.36,12.38,20.0,7.04,78.69,1
